source.name	sequenceID	m49_country.id	m49_country.display_name	gb_place_sampled	collection_year	earliest_collection_year	latest_collection_year	gb_length	gb_create_date	gb_update_date	host	gb_pubmed_id	isolate	coverage
ncbi-curated	ON630735	PER	Peru	-	2009	2009	2009	11868	07-Feb-2023	14-Feb-2023	Bos taurus	-	200901108	0.9946362722091854
ncbi-curated	ON630736	PER	Peru	-	2015	2015	2015	11860	07-Feb-2023	14-Feb-2023	Bos taurus	-	201504555	0.9939658062353336
ncbi-curated	ON630737	PER	Peru	-	2015	2015	2015	11596	07-Feb-2023	14-Feb-2023	Bos taurus	-	201505182	0.9718404290982232
ncbi-curated	ON630738	PER	Peru	-	2015	2015	2015	11815	07-Feb-2023	14-Feb-2023	Bos taurus	-	201504112	0.990194435132417
ncbi-curated	ON630739	PER	Peru	-	2009	2009	2009	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	200901102	0.9958933959101576
ncbi-curated	ON630740	PER	Peru	-	2015	2015	2015	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201504484	0.9953905464297687
ncbi-curated	ON630741	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201504512	0.9958933959101576
ncbi-curated	ON630742	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201505098	0.9958933959101576
ncbi-curated	ON630743	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201505223	0.9958933959101576
ncbi-curated	ON630744	PER	Peru	-	2001	2001	2001	11564	07-Feb-2023	14-Feb-2023	Bos taurus	-	835@2001	0.969158565202816
ncbi-curated	ON630745	PER	Peru	-	1998	1998	1998	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	839@1998	0.9953905464297687
ncbi-curated	ON630746	PER	Peru	-	1998	1998	1998	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	859@1998	0.9958933959101576
ncbi-curated	ON630747	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201505080	0.9958933959101576
ncbi-curated	ON630748	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201505260	0.9958933959101576
ncbi-curated	ON630749	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201505081	0.9958933959101576
ncbi-curated	ON630750	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201506327	0.9958933959101576
ncbi-curated	ON630751	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201505417	0.9958933959101576
ncbi-curated	ON630752	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201504304	0.9958933959101576
ncbi-curated	ON630753	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201504719	0.9958933959101576
ncbi-curated	ON630754	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201504074	0.9958933959101576
ncbi-curated	ON630755	PER	Peru	-	2000	2000	2000	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	960@2000	0.9958933959101576
ncbi-curated	ON630756	PER	Peru	-	2003	2003	2003	11883	07-Feb-2023	14-Feb-2023	equino	-	963@2003	0.9958933959101576
ncbi-curated	ON630757	PER	Peru	-	2015	2015	2015	11592	07-Feb-2023	14-Feb-2023	Bos taurus	-	201505915	0.9715051961112974
ncbi-curated	ON630758	PER	Peru	-	2015	2015	2015	11568	07-Feb-2023	14-Feb-2023	Bos taurus	-	201506373	0.9694937981897419
ncbi-curated	ON630759	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201506276	0.9958933959101576
ncbi-curated	MW579777	BRA	Brazil	-	2014	2014	2014	10815	17-Aug-2022	17-Aug-2022	Equus caballus	-	IP22/14e_SP	0.9063861884009387
ncbi-curated	MW579778	BRA	Brazil	-	2013	2013	2013	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP25/13b_SP	0.9063861884009387
ncbi-curated	MW579779	BRA	Brazil	-	2013	2013	2013	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP113/13b_SP	0.9063861884009387
ncbi-curated	MW579780	BRA	Brazil	-	2014	2014	2014	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP161/14a_SP	0.9063861884009387
ncbi-curated	MW579781	BRA	Brazil	-	2010	2010	2010	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP218/10b_SP	0.9063861884009387
ncbi-curated	MW579782	BRA	Brazil	-	2013	2013	2013	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP233/13b_SP	0.9063861884009387
ncbi-curated	MW579783	BRA	Brazil	-	2013	2013	2013	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP410/13b_SP	0.9063861884009387
ncbi-curated	MW579784	BRA	Brazil	-	2012	2012	2012	10815	17-Aug-2022	17-Aug-2022	Equus caballus	-	IP763/12e_SP	0.9063861884009387
ncbi-curated	MW579785	BRA	Brazil	-	2009	2009	2009	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP895/09a_SP	0.9063861884009387
ncbi-curated	MW579786	BRA	Brazil	-	2014	2014	2014	10815	17-Aug-2022	17-Aug-2022	Desmodus rotundus	-	IP1410/14d_SP	0.9063861884009387
ncbi-curated	MW579787	BRA	Brazil	-	2011	2011	2011	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP1469/11b_SP	0.9063861884009387
ncbi-curated	MW579788	BRA	Brazil	-	2015	2015	2015	10815	17-Aug-2022	17-Aug-2022	Equus caballus	-	IP1486/15e_SP	0.9063861884009387
ncbi-curated	MW579789	BRA	Brazil	-	2012	2012	2012	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP1505/12b_SP	0.9063861884009387
ncbi-curated	MW579790	BRA	Brazil	-	2015	2015	2015	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP1613/15a_SP	0.9063861884009387
ncbi-curated	MW579791	BRA	Brazil	-	2009	2009	2009	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP1692_09b_SP	0.9063861884009387
ncbi-curated	MW579792	BRA	Brazil	-	2011	2011	2011	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP2009/11a_SP	0.9063861884009387
ncbi-curated	MW579793	BRA	Brazil	-	2012	2012	2012	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP2023/12b_SP	0.9063861884009387
ncbi-curated	MW579794	BRA	Brazil	-	2013	2013	2013	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP2149/13a_SP	0.9063861884009387
ncbi-curated	MW579795	BRA	Brazil	-	2013	2013	2013	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP2249_13a_SP	0.9063861884009387
ncbi-curated	MW579796	BRA	Brazil	-	2014	2014	2014	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP2258/14a_SP	0.9063861884009387
ncbi-curated	MW579797	BRA	Brazil	-	2014	2014	2014	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP2367/14a_SP	0.9063861884009387
ncbi-curated	MW579798	BRA	Brazil	-	2009	2009	2009	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP2429/09b_SP	0.9063861884009387
ncbi-curated	MW579799	BRA	Brazil	-	2015	2015	2015	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP2430/15a_SP	0.9063861884009387
ncbi-curated	MW579800	BRA	Brazil	-	2011	2011	2011	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP2461/11b_SP	0.9063861884009387
ncbi-curated	MW579801	BRA	Brazil	-	2009	2009	2009	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP2470/09a_SP	0.9063861884009387
ncbi-curated	MW579802	BRA	Brazil	-	2010	2010	2010	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP2656/10a_SP	0.9063861884009387
ncbi-curated	MW579803	BRA	Brazil	-	2014	2014	2014	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP2701/14a_SP	0.9063861884009387
ncbi-curated	MW579804	BRA	Brazil	-	2009	2009	2009	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP2939/09a_SP	0.9063861884009387
ncbi-curated	MW579805	BRA	Brazil	-	2010	2010	2010	10815	17-Aug-2022	17-Aug-2022	Muar	-	IP2974/10m_SP	0.9063861884009387
ncbi-curated	MW579806	BRA	Brazil	-	2006	2006	2006	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP2990/06a	0.9063861884009387
ncbi-curated	MW579807	BRA	Brazil	-	2009	2009	2009	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP3227/09b_SP	0.9063861884009387
ncbi-curated	MW579808	BRA	Brazil	-	2012	2012	2012	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP3234/12a_SP	0.9063861884009387
ncbi-curated	MW579809	BRA	Brazil	-	2014	2014	2014	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP3235/14a_SP	0.9063861884009387
ncbi-curated	MW579810	BRA	Brazil	-	2013	2013	2013	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP3247/13a_SP	0.9063861884009387
ncbi-curated	MW579811	BRA	Brazil	-	2015	2015	2015	10815	17-Aug-2022	17-Aug-2022	Felis catus	-	IP3251/15f_SP	0.9063861884009387
ncbi-curated	MW579812	BRA	Brazil	-	2015	2015	2015	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP3595/15a_SP	0.9063861884009387
ncbi-curated	MW579813	BRA	Brazil	-	2010	2010	2010	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP3959/10b_SP	0.9063861884009387
ncbi-curated	MW579814	BRA	Brazil	-	2006	2006	2006	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP3970/06a_SP	0.9063861884009387
ncbi-curated	MW579815	BRA	Brazil	-	2012	2012	2012	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP4338/12a_SP	0.9063861884009387
ncbi-curated	MW579816	BRA	Brazil	-	2015	2015	2015	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP4426/15a_SP	0.9063861884009387
ncbi-curated	MW579817	BRA	Brazil	-	2010	2010	2010	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP4433/10a_SP	0.9063861884009387
ncbi-curated	MW579818	BRA	Brazil	-	2013	2013	2013	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP4495/13a_SP	0.9063861884009387
ncbi-curated	MW579819	BRA	Brazil	-	2015	2015	2015	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP4507/15a_SP	0.9063861884009387
ncbi-curated	MW579820	BRA	Brazil	-	2013	2013	2013	10815	17-Aug-2022	17-Aug-2022	Desmodus rotundus	-	IP4534/13d_SP	0.9063861884009387
ncbi-curated	MW579821	BRA	Brazil	-	2007	2007	2007	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP4548/07b_SP	0.9063861884009387
ncbi-curated	MW579822	BRA	Brazil	-	2011	2011	2011	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP4611/11a_SP	0.9063861884009387
ncbi-curated	MW579823	BRA	Brazil	-	2009	2009	2009	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP4731/09b_SP	0.9063861884009387
ncbi-curated	MW579824	BRA	Brazil	-	2006	2006	2006	10815	17-Aug-2022	17-Aug-2022	Desmodus rotundus	-	IP4987/06d	0.9063861884009387
ncbi-curated	MW579825	BRA	Brazil	-	2006	2006	2006	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP5283/06a_SP	0.9063861884009387
ncbi-curated	MW579826	BRA	Brazil	-	2007	2007	2007	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP5337/07a_SP	0.9063861884009387
ncbi-curated	MW579827	BRA	Brazil	-	2011	2011	2011	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP5517/11a_SP	0.9063861884009387
ncbi-curated	MW579828	BRA	Brazil	-	2006	2006	2006	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP5657/06b_SP	0.9063861884009387
ncbi-curated	MW579829	BRA	Brazil	-	2007	2007	2007	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP5730/07b_SP	0.9063861884009387
ncbi-curated	MW579830	BRA	Brazil	-	2010	2010	2010	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP5731/10a_SP	0.9063861884009387
ncbi-curated	MW579831	BRA	Brazil	-	2011	2011	2011	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP5845/11a_SP	0.9063861884009387
ncbi-curated	MW579832	BRA	Brazil	-	2011	2011	2011	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP6041/11a_SP	0.9063861884009387
ncbi-curated	MW579833	BRA	Brazil	-	2007	2007	2007	10815	17-Aug-2022	17-Aug-2022	Desmodus rotundus	-	IP6077/07d_SP	0.9063861884009387
ncbi-curated	MW579834	BRA	Brazil	-	2008	2008	2008	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP6312/08b_SP	0.9063861884009387
ncbi-curated	MW579835	BRA	Brazil	-	2006	2006	2006	10815	17-Aug-2022	17-Aug-2022	Equus caballus	-	IP6371/06e_SP	0.9063861884009387
ncbi-curated	MW579836	BRA	Brazil	-	2011	2011	2011	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP6378/11b_SP	0.9063861884009387
ncbi-curated	MW579837	BRA	Brazil	-	2007	2007	2007	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP6521/07a_SP	0.9063861884009387
ncbi-curated	MW579838	BRA	Brazil	-	2008	2008	2008	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP6763/08b_SP	0.9063861884009387
ncbi-curated	MW579839	BRA	Brazil	-	2007	2007	2007	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP6784/07a_SP	0.9063861884009387
ncbi-curated	MW579840	BRA	Brazil	-	2010	2010	2010	10815	17-Aug-2022	17-Aug-2022	Felis catus	-	IP6901/10f_SP	0.9063861884009387
ncbi-curated	MW579841	BRA	Brazil	-	2008	2008	2008	10815	17-Aug-2022	17-Aug-2022	Equus caballus	-	IP7191/08e_SP	0.9063861884009387
ncbi-curated	MW579842	BRA	Brazil	-	2008	2008	2008	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP7329/08a_SP	0.9063861884009387
ncbi-curated	MW579843	BRA	Brazil	-	2006	2006	2006	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP8346/06b_SP	0.9063861884009387
ncbi-curated	MW579844	BRA	Brazil	-	2006	2006	2006	10815	17-Aug-2022	17-Aug-2022	Artibeus sp.	-	IP8532/06a_SP	0.9063861884009387
ncbi-curated	MW579845	BRA	Brazil	-	2009	2009	2009	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP8622/09b_SP	0.9063861884009387
ncbi-curated	MW579846	BRA	Brazil	-	2006	2006	2006	10815	17-Aug-2022	17-Aug-2022	Bos taurus	-	IP10357/06b_SP	0.9063861884009387
ncbi-curated	ON146312	BRA	Brazil	-	2017	2017	2017	11824	29-May-2022	31-May-2022	Tadarida brasiliensis	-	981_17	0.9909487093530004
ncbi-curated	ON146313	BRA	Brazil	-	2017	2017	2017	11855	29-May-2022	31-May-2022	Tadarida brasiliensis	-	980_17	0.9935467650016762
ncbi-curated	ON146314	BRA	Brazil	-	2021	2021	2021	11786	29-May-2022	29-May-2022	Myotis levis	-	460_21	0.9877639959772042
ncbi-curated	ON146315	BRA	Brazil	-	2020	2020	2020	11786	29-May-2022	29-May-2022	Molossus molossus	-	644_20	0.9877639959772042
ncbi-curated	ON146316	BRA	Brazil	-	2021	2021	2021	11787	29-May-2022	29-May-2022	Tadarida brasiliensis	-	1631_21	0.9878478042239356
ncbi-curated	ON146317	BRA	Brazil	-	2021	2021	2021	11788	29-May-2022	29-May-2022	Tadarida brasiliensis	-	310_21	0.9879316124706671
ncbi-curated	ON146318	BRA	Brazil	-	2021	2021	2021	11790	29-May-2022	29-May-2022	Histiotus montanus	-	318_21	0.98809922896413
ncbi-curated	ON146319	BRA	Brazil	-	2020	2020	2020	11788	29-May-2022	29-May-2022	Tadarida brasiliensis	-	753_20	0.9879316124706671
ncbi-curated	ON146320	BRA	Brazil	-	2021	2021	2021	11788	29-May-2022	29-May-2022	Tadarida brasiliensis	-	1548_21	0.9879316124706671
ncbi-curated	ON146321	BRA	Brazil	-	2021	2021	2021	11788	29-May-2022	29-May-2022	Tadarida brasiliensis	-	1632_21	0.9879316124706671
ncbi-curated	ON146322	BRA	Brazil	-	2020	2020	2020	11787	29-May-2022	29-May-2022	Artibeus lituratus	-	2211_20	0.9878478042239356
ncbi-curated	ON146323	BRA	Brazil	-	2020	2020	2020	11516	29-May-2022	29-May-2022	Eptesicus sp.	-	805_20	0.965135769359705
ncbi-curated	KU938752	PER	Peru	-	2011	2011	2011	11923	03-Oct-2016	21-Jun-2024	Desmodus rotundus	27621441	201101787@2011Puno	0.9992457257794167
ncbi-curated	KU938829	PER	Peru	-	2012	2012	2012	11900	03-Oct-2016	21-Jun-2024	Desmodus rotundus	27621441	201203037@2012Puno	0.9973181361045927
