primary_accession	country	length	EPA_major_clade	host		
AB263302	Brazil	1332	Cosmopolitan	Felis catus		
AB263301	Brazil	1332	Cosmopolitan	Felis catus		
AB263300	Brazil	1332	Cosmopolitan	Canis familiaris		
AB263296	Brazil	1332	Cosmopolitan	Felis catus		
KJ001524	Mexico	1339	Cosmopolitan	Canis familiaris		
KJ001535	Mexico	1340	Cosmopolitan	Canis familiaris		
KJ001534	Mexico	1342	Cosmopolitan	Canis familiaris		
KJ001530	Mexico	1342	Cosmopolitan	Spilogale sp.		
KJ001529	Mexico	1342	Cosmopolitan	Spilogale sp.		
KJ001525	Mexico	1342	Cosmopolitan	Canis familiaris		
KJ001523	Mexico	1342	Cosmopolitan	Canis familiaris		
KJ001510	Mexico	1346	Cosmopolitan	Canis familiaris		
OL451905	Argentina	1346		Canis lupus familiaris		
KJ001499	Mexico	1347	Cosmopolitan	Canis familiaris		
KJ001492	Mexico	1347	Cosmopolitan	Canis familiaris		
KJ001491	Mexico	1347	Cosmopolitan	Canis familiaris		
KJ001490	Mexico	1347	Cosmopolitan	Canis familiaris		
OL451901	Argentina	1347		Canis lupus familiaris		
KJ001515	Mexico	1348	Cosmopolitan	Canis familiaris		
OL451931	Argentina	1348	Cosmopolitan	Canis lupus familiaris		
MK956101	Brazil	1350	Cosmopolitan	Canis lupus familiaris		
MK956100	Brazil	1350	Cosmopolitan	Canis lupus familiaris		
MK956099	Brazil	1350	Cosmopolitan	Canis lupus familiaris		
MK956098	Brazil	1350	Cosmopolitan	Canis lupus familiaris		
MK956097	Brazil	1350	Cosmopolitan	Canis lupus familiaris		
KU963502	Puerto Rico	1350	Cosmopolitan	Canis familiaris		
KU963496	Mexico	1350	Cosmopolitan	Urocyon cinereoargenteus		
KU963494	Mexico	1350	Cosmopolitan	Canis familiaris		
KU963490	Peru	1350	Cosmopolitan	Canis familiaris		
GU991847	Mexico	1350	Cosmopolitan	Canis familiaris		
GU991846	Mexico	1350	Cosmopolitan	Mephitis mephitis (skunk)		
GU991845	Mexico	1350	Cosmopolitan	Mephitis mephitis (skunk)		
GU991844	Mexico	1350	Cosmopolitan	Mephitis mephitis (skunk)		
FJ228545	Mexico	1350	Cosmopolitan	Spilogale putorius		
FJ228544	Mexico	1350	Cosmopolitan	Spilogale putorius		
FJ228543	Mexico	1350	Cosmopolitan	Spilogale putorius		
FJ228542	Mexico	1350	Cosmopolitan	Felis catus		
FJ228540	Mexico	1350	Cosmopolitan	Felis catus		
FJ228533	Mexico	1350	Cosmopolitan	Canis familiaris		
FJ228532	Mexico	1350	Cosmopolitan	Canis familiaris		
FJ228531	Mexico	1350	Cosmopolitan	Capra hircus		
FJ228527	Mexico	1350	Cosmopolitan	Felis catus		
FJ228526	Mexico	1350	Cosmopolitan	Canis latrans		
FJ228525	Mexico	1350	Cosmopolitan	Canis familiaris		
FJ228524	Mexico	1350	Cosmopolitan	Canis familiaris		
FJ228523	Mexico	1350	Cosmopolitan	Canis familiaris		
FJ228522	Mexico	1350	Cosmopolitan	Bos taurus		
FJ228521	Mexico	1350	Cosmopolitan	Canis familiaris		
FJ228519	Mexico	1350	Cosmopolitan	Felis catus		
FJ228518	Mexico	1350	Cosmopolitan	Canis familiaris		
FJ228517	Honduras	1350	Cosmopolitan	Canis familiaris		
FJ228516	Mexico	1350	Cosmopolitan	Canis familiaris		
FJ228515	Mexico	1350	Cosmopolitan	Canis familiaris		
FJ228514	Mexico	1350	Cosmopolitan	donkey		
FJ228513	Mexico	1350	Cosmopolitan	Canis familiaris		
FJ228512	Mexico	1350	Cosmopolitan	Canis familiaris		
FJ228511	Mexico	1350	Cosmopolitan	Bos taurus		
FJ228510	Mexico	1350	Cosmopolitan	Sus scrofa		
FJ228509	Mexico	1350	Cosmopolitan	ferret		
FJ228508	Mexico	1350	Cosmopolitan	Homo sapiens		
FJ228507	Mexico	1350	Cosmopolitan	Canis familiaris		
FJ228506	Mexico	1350	Cosmopolitan	Canis familiaris		
FJ228505	Mexico	1350	Cosmopolitan	Canis familiaris		
FJ228504	Mexico	1350	Cosmopolitan	Canis familiaris		
FJ228503	Mexico	1350	Cosmopolitan	Canis familiaris		
FJ228502	Mexico	1350	Cosmopolitan	Canis familiaris		
FJ228501	Peru	1350	Cosmopolitan	Vulpes vulpes		
FJ228500	Peru	1350	Cosmopolitan	Homo sapiens		
FJ228499	Peru	1350	Cosmopolitan	Canis familiaris		
FJ228498	Peru	1350	Cosmopolitan	Canis familiaris		
FJ228497	Puerto Rico	1350	Cosmopolitan	Canis familiaris		
FJ228496	Puerto Rico	1350	Cosmopolitan	Canis familiaris		
FJ228495	Puerto Rico	1350	Cosmopolitan	mongoose		
FJ228494	Mexico	1350	Cosmopolitan	Canis familiaris		
FJ228485	Mexico	1350	RAC-SK	cow		
FJ228484	Mexico	1350	RAC-SK	"Spilogale putorius leucoparia, skunk"		
FJ228483	Mexico	1350	RAC-SK	"Spilogale putorius leucoparia, skunk"		
JF693455	Colombia	1350	Cosmopolitan	Canis lupus familiaris		
JF693454	Colombia	1350	Cosmopolitan	Canis lupus familiaris		
JF693453	Colombia	1350	Cosmopolitan	Canis lupus familiaris		
JF693452	Colombia	1350	Cosmopolitan	Canis lupus familiaris		
JF693451	Colombia	1350	Cosmopolitan	Canis lupus familiaris		
JF693450	Colombia	1350	Cosmopolitan	Canis lupus familiaris		
JF693449	Colombia	1350	Cosmopolitan	Canis lupus familiaris		
KJ001522	Mexico	1350	Cosmopolitan	Spilogale sp.		
KJ001521	Mexico	1350	Cosmopolitan	Spilogale sp.		
KJ001520	Mexico	1350	Cosmopolitan	Spilogale sp.		
KJ001519	Mexico	1350	Cosmopolitan	Spilogale sp.		
KJ001518	Mexico	1350	Cosmopolitan	Canis familiaris		
KJ001517	Mexico	1350	Cosmopolitan	Canis familiaris		
KJ001516	Mexico	1350	Cosmopolitan	Canis familiaris		
KJ001509	Mexico	1350	Cosmopolitan	Canis familiaris		
KJ001505	Mexico	1350	Cosmopolitan	Canis familiaris		
KJ001502	Mexico	1350	Cosmopolitan	Canis familiaris		
KJ001500	Mexico	1350	Cosmopolitan	Canis familiaris		
KJ001488	Mexico	1350	Cosmopolitan	Canis familiaris		
U22841	Mexico	1350	Cosmopolitan	Homo sapiens		
U22477	Mexico	1350	Cosmopolitan	Canis familiaris		
KU938904	Peru	1350	Cosmopolitan	Desmodus rotundus		
OL451932	Argentina	1350	Cosmopolitan	Canis lupus familiaris		
OL451930	Argentina	1350	Cosmopolitan	Canis lupus familiaris		
PX738242	Haiti	1350	Cosmopolitan	dog		
PX738159	Haiti	1350	Cosmopolitan	dog		
PX738253	Haiti	1350	Cosmopolitan	dog		
PX738139	Haiti	1350	Cosmopolitan	dog		
PX738227	Haiti	1350	Cosmopolitan	dog		
PX738180	Haiti	1350	Cosmopolitan	dog		
PX738236	Haiti	1350	Cosmopolitan	dog		
PX738207	Dominican Republic	1350	Cosmopolitan	dog		
PX738214	Dominican Republic	1350	Cosmopolitan	cat		
PX738153	Haiti	1350	Cosmopolitan	dog		
PX738164	Haiti	1350	Cosmopolitan	dog		
PX738129	Dominican Republic	1350	Cosmopolitan	cat		
PX738191	Haiti	1350	Cosmopolitan	dog		
PX738174	Dominican Republic	1350	Cosmopolitan	dog		
PX738160	Haiti	1350	Cosmopolitan	dog		
PX738148	Haiti	1350	Cosmopolitan	dog		
PX738143	Haiti	1350	Cosmopolitan	dog		
PX738140	Haiti	1350	Cosmopolitan	dog		
PX738250	Haiti	1350	Cosmopolitan	dog		
PX738254	Haiti	1350	Cosmopolitan	dog		
PX738195	Haiti	1350	Cosmopolitan	Homo sapiens		
PX738203	Dominican Republic	1350	Cosmopolitan	mongoose		
PX738190	Haiti	1350	Cosmopolitan	dog		
PX738257	Dominican Republic	1350	Cosmopolitan	mongoose		
PX738138	Haiti	1350	Cosmopolitan	dog		
PX738127	Dominican Republic	1350	Cosmopolitan	dog		
PX738128	Dominican Republic	1350	Cosmopolitan	dog		
PX738172	Dominican Republic	1350	Cosmopolitan	dog		
PX738165	Haiti	1350	Cosmopolitan	dog		
PX738201	Dominican Republic	1350	Cosmopolitan	dog		
PX738163	Haiti	1350	Cosmopolitan	dog		
PX738240	Haiti	1350	Cosmopolitan	dog		
PX738239	Haiti	1350	Cosmopolitan	dog		
PX738192	Haiti	1350	Cosmopolitan	dog		
PX738188	Haiti	1350	Cosmopolitan	dog		
PX738213	Dominican Republic	1350	Cosmopolitan	bovine		
PX738251	Haiti	1350	Cosmopolitan	dog		
PX738149	Haiti	1350	Cosmopolitan	cat		
PX738247	Haiti	1350	Cosmopolitan	dog		
PX738171	Dominican Republic	1350	Cosmopolitan	dog		
PX738183	Haiti	1350	Cosmopolitan	dog		
PX738185	Haiti	1350	Cosmopolitan	dog		
PX738154	Haiti	1350	Cosmopolitan	dog		
PX738216	Haiti	1350	Cosmopolitan	dog		
PX738161	Haiti	1350	Cosmopolitan	dog		
PX738197	Dominican Republic	1350	Cosmopolitan	Homo sapiens		
PX738234	Haiti	1350	Cosmopolitan	dog		
PX738228	Haiti	1350	Cosmopolitan	dog		
PX738221	Haiti	1350	Cosmopolitan	dog		
PX738150	Haiti	1350	Cosmopolitan	dog		
PX738168	Haiti	1350	Cosmopolitan	dog		
PX738223	Haiti	1350	Cosmopolitan	dog		
PX738152	Haiti	1350	Cosmopolitan	dog		
PX738226	Haiti	1350	Cosmopolitan	dog		
PX738135	Haiti	1350	Cosmopolitan	dog		
PX738252	Haiti	1350	Cosmopolitan	dog		
PX738145	Haiti	1350	Cosmopolitan	dog		
PX738176	Dominican Republic	1350	Cosmopolitan	cat		
PX738225	Haiti	1350	Cosmopolitan	dog		
PX738256	Dominican Republic	1350	Cosmopolitan	Homo sapiens		
PX738137	Haiti	1350	Cosmopolitan	dog		
PX738212	Dominican Republic	1350	Cosmopolitan	dog		
PX738244	Haiti	1350	Cosmopolitan	dog		
PX738136	Haiti	1350	Cosmopolitan	dog		
PX738141	Haiti	1350	Cosmopolitan	dog		
PX738245	Haiti	1350	Cosmopolitan	dog		
PX738166	Haiti	1350	Cosmopolitan	dog		
PX738241	Haiti	1350	Cosmopolitan	dog		
PX738210	Dominican Republic	1350	Cosmopolitan	dog		
PX738202	Dominican Republic	1350	Cosmopolitan	dog		
PX738219	Haiti	1350	Cosmopolitan	dog		
PX738229	Haiti	1350	Cosmopolitan	dog		
PX738177	Dominican Republic	1350	Cosmopolitan	dog		
PX738217	Haiti	1350	Cosmopolitan	dog		
PX738189	Haiti	1350	Cosmopolitan	dog		
PX738198	Dominican Republic	1350	Cosmopolitan	mongoose		
PX738249	Haiti	1350	Cosmopolitan	dog		
PX738178	Dominican Republic	1350	Cosmopolitan	dog		
PX738200	Dominican Republic	1350	Cosmopolitan	horse		
PX738193	Haiti	1350	Cosmopolitan	dog		
PX738130	Dominican Republic	1350	Cosmopolitan	dog		
PX738205	Dominican Republic	1350	Cosmopolitan	dog		
PX738243	Haiti	1350	Cosmopolitan	goat		
PX738211	Dominican Republic	1350	Cosmopolitan	dog		
PX738222	Haiti	1350	Cosmopolitan	dog		
PX738133	Haiti	1350	Cosmopolitan	dog		
PX738238	Haiti	1350	Cosmopolitan	dog		
PX738144	Haiti	1350	Cosmopolitan	dog		
PX738162	Haiti	1350	Cosmopolitan	dog		
PX738199	Dominican Republic	1350	Cosmopolitan	dog		
PX738125	Dominican Republic	1350	Cosmopolitan	cat		
PX738224	Haiti	1350	Cosmopolitan	dog		
PX738255	Dominican Republic	1350	Cosmopolitan	Homo sapiens		
PX738206	Dominican Republic	1350	Cosmopolitan	Homo sapiens		
PX738134	Haiti	1350	Cosmopolitan	dog		
PX738232	Haiti	1350	Cosmopolitan	dog		
PX738237	Haiti	1350	Cosmopolitan	dog		
PX738181	Haiti	1350	Cosmopolitan	dog		
PX738151	Haiti	1350	Cosmopolitan	dog		
PX738204	Dominican Republic	1350	Cosmopolitan	dog		
PX738218	Haiti	1350	Cosmopolitan	dog		
PX738215	Dominican Republic	1350	Cosmopolitan	dog		
PX738187	Haiti	1350	Cosmopolitan	dog		
PX738158	Haiti	1350	Cosmopolitan	dog		
PX738167	Haiti	1350	Cosmopolitan	dog		
PX738156	Haiti	1350	Cosmopolitan	dog		
PX738231	Haiti	1350	Cosmopolitan	dog		
PX738142	Haiti	1350	Cosmopolitan	dog		
PX738248	Haiti	1350	Cosmopolitan	dog		
PX738233	Haiti	1350	Cosmopolitan	dog		
PX738157	Haiti	1350	Cosmopolitan	dog		
PX738186	Haiti	1350	Cosmopolitan	dog		
PX738131	Dominican Republic	1350	Cosmopolitan	dog		
PX738179	Dominican Republic	1350	Cosmopolitan	dog		
PX738230	Haiti	1350	Cosmopolitan	dog		
PX738175	Dominican Republic	1350	Cosmopolitan	dog		
PX738208	Dominican Republic	1350	Cosmopolitan	cat		
PX738235	Haiti	1350	Cosmopolitan	dog		
PX738170	Haiti	1350	Cosmopolitan	dog		
PX738182	Haiti	1350	Cosmopolitan	dog		
PX738132	Dominican Republic	1350	Cosmopolitan	dog		
PX738246	Haiti	1350	Cosmopolitan	dog		
PX738146	Haiti	1350	Cosmopolitan	dog		
PX738196	Dominican Republic	1350	Cosmopolitan	Homo sapiens		
PX738184	Haiti	1350	Cosmopolitan	dog		
PX738173	Dominican Republic	1350	Cosmopolitan	dog		
PX738169	Haiti	1350	Cosmopolitan	dog		
PX738194	Dominican Republic	1350	Cosmopolitan	Homo sapiens		
PX738220	Haiti	1350	Cosmopolitan	dog		
PX738209	Dominican Republic	1350	Cosmopolitan	cat		
PX738147	Haiti	1350	Cosmopolitan	dog		
OL451921	Argentina	1352	Cosmopolitan	Canis lupus familiaris		
KM067274	Grenada	1353	Cosmopolitan	Mongoose		
KJ957452	Grenada	1353	Cosmopolitan	mongoose		
KJ957451	Grenada	1353	Cosmopolitan	mongoose		
KJ957450	Grenada	1353	Cosmopolitan	mongoose		
KJ957449	Grenada	1353	Cosmopolitan	mongoose		
KJ957448	Grenada	1353	Cosmopolitan	Canis familiaris		
KJ957447	Grenada	1353	Cosmopolitan	Canis familiaris		
KJ957446	Grenada	1353	Cosmopolitan	Canis familiaris		
KJ957445	Grenada	1353	Cosmopolitan	mongoose		
KJ957444	Grenada	1353	Cosmopolitan	mongoose		
KJ957443	Grenada	1353	Cosmopolitan	mongoose		
KJ957442	Grenada	1353	Cosmopolitan	mongoose		
KJ957441	Grenada	1353	Cosmopolitan	mongoose		
KJ957440	Grenada	1353	Cosmopolitan	mongoose		
KJ957439	Grenada	1353	Cosmopolitan	Canis familiaris		
KJ957438	Grenada	1353	Cosmopolitan	mongoose		
KJ957437	Grenada	1353	Cosmopolitan	mongoose		
KJ957436	Grenada	1353	Cosmopolitan	Canis familiaris		
KJ957435	Grenada	1353	Cosmopolitan	Canis familiaris		
KJ957434	Grenada	1353	Cosmopolitan	Felis catus		
KJ957433	Grenada	1353	Cosmopolitan	Canis familiaris		
KJ957432	Grenada	1353	Cosmopolitan	Capra hircus		
KJ957431	Grenada	1353	Cosmopolitan	Canis familiaris		
JQ513553	Mexico	1353	RAC-SK	skunk		
PQ055821	Mexico	1353	Cosmopolitan	skunk		
JQ513538	Puerto Rico	1353	Cosmopolitan	mongoose		
JQ513537	Puerto Rico	1353	Cosmopolitan	mongoose		
JQ513536	Puerto Rico	1353	Cosmopolitan	mongoose		
JQ513535	Puerto Rico	1353	Cosmopolitan	mongoose		
JQ513534	Puerto Rico	1353	Cosmopolitan	mongoose		
JQ513533	Puerto Rico	1353	Cosmopolitan	mongoose		
JQ513532	Puerto Rico	1353	Cosmopolitan	Canis familiaris		
JQ513531	Puerto Rico	1353	Cosmopolitan	Canis familiaris		
JQ513530	Puerto Rico	1353	Cosmopolitan	Canis familiaris		
JQ513529	Puerto Rico	1353	Cosmopolitan	Felis catus		
JQ513528	Puerto Rico	1353	Cosmopolitan	mongoose		
EU086161	Colombia	1353	Cosmopolitan	Canis familiaris		
OL451929	Argentina	1353	Cosmopolitan	Canis lupus familiaris		
OL451928	Argentina	1353	Cosmopolitan	Canis lupus familiaris		
OL451927	Argentina	1353	Cosmopolitan	Canis lupus familiaris		
OL451926	Argentina	1353	Cosmopolitan	Canis lupus familiaris		
OL451925	Argentina	1353	Cosmopolitan	Canis lupus familiaris		
OL451924	Argentina	1353	Cosmopolitan	Canis lupus familiaris		
OL451923	Argentina	1353	Cosmopolitan	monkey		
OL451922	Argentina	1353	Cosmopolitan	Canis lupus familiaris		
OL451920	Argentina	1353	Cosmopolitan	Felis catus		
OL451919	Argentina	1353	Cosmopolitan	Felis catus		
OL451918	Argentina	1353	Cosmopolitan	Canis lupus familiaris		
OL451917	Argentina	1353	Cosmopolitan	Canis lupus familiaris		
OL451916	Paraguay	1353	Cosmopolitan	Canis lupus familiaris		
OL451915	Brazil	1353	Cosmopolitan	Canis lupus familiaris		
OL451914	Argentina	1353		Canis lupus familiaris		
OL451913	Argentina	1353		Canis lupus familiaris		
OL451912	Argentina	1353		Cerdocyon thous		
OL451911	Argentina	1353		Cerdocyon thous		
OL451910	Argentina	1353		Cerdocyon thous		
OL451909	Argentina	1353		Canis lupus familiaris		
OL451908	Paraguay	1353		Canis lupus familiaris		
OL451907	Paraguay	1353		Canis lupus familiaris		
OL451906	Argentina	1353		Canis lupus familiaris		
OL451903	Argentina	1353		Canis lupus familiaris		
OL451902	Argentina	1353		Canis lupus familiaris		
OL451900	Argentina	1353		Nasua nasua		
OL451899	Argentina	1353		Canis lupus familiaris		
OL451898	Argentina	1353		Cerdocyon thous		
OL451897	Argentina	1353		Canis lupus familiaris		
OL451896	Argentina	1353		Cerdocyon thous		
OL451895	Argentina	1353		Canis lupus familiaris		
OL451894	Argentina	1353		Canis lupus familiaris		
OL451893	Argentina	1353		Nasua nasua		
OL451892	Argentina	1353		Canis lupus familiaris		
OL451891	Argentina	1353		Canis lupus familiaris		
OL451890	Argentina	1353		Nasua nasua		
OL451889	Argentina	1353		Canis lupus familiaris		
OL451888	Argentina	1353		Canis lupus familiaris		
OL451887	Argentina	1353		Cerdocyon thous		
OL451886	Argentina	1353		Canis lupus familiaris		
OL451885	Argentina	1353		Cerdocyon thous		
OL451884	Argentina	1353		Canis lupus familiaris		
OL451883	Argentina	1353		Canis lupus familiaris		
OL451882	Argentina	1353		Canis lupus familiaris		
OL451881	Argentina	1353		Canis lupus familiaris		
OL451880	Argentina	1353		Canis lupus familiaris		
OL451879	Argentina	1353		Canis lupus familiaris		
OL451878	Argentina	1353		Canis lupus familiaris		
MW055130	Haiti	1353	Cosmopolitan	dog		
MW055129	Haiti	1353	Cosmopolitan	dog		
MW055107	Guatemala	1353	Cosmopolitan	dog		
KR781607	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781606	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781605	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781604	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781603	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781602	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781601	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781600	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781599	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781598	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781597	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781596	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781595	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781594	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781593	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781592	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781591	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781590	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781589	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781588	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781587	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781586	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781585	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781584	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781583	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781582	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781581	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781580	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781579	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781578	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781577	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781576	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781575	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781574	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781573	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781572	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781571	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781570	Brazil	1367	Cosmopolitan	Cerdocyon thous		
KR781569	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781568	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781567	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781566	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781565	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781564	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781563	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781562	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781561	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781560	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781559	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781558	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781557	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781556	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781555	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781554	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781553	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781552	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781551	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781550	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781549	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781548	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781547	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781546	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781545	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781544	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781543	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781542	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781541	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781540	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781539	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781538	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781536	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781535	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781534	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781533	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781532	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781531	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781530	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781529	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781528	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781527	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781526	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781525	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781524	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781523	Brazil	1367	Cosmopolitan	Canis familiaris		
KR781522	Brazil	1367	Cosmopolitan	Canis familiaris		
AY854589	Mexico	1367	Cosmopolitan	Canis familiaris		
AY854590	Mexico	1374	Cosmopolitan	Lynx rufus		
EF363731	Brazil	1376	Cosmopolitan	Canis familiaris		
AY854593	Mexico	1378	Cosmopolitan	skunk		
AY854591	Mexico	1380	Cosmopolitan	Canis familiaris		
DQ149104	Brazil	1394	Cosmopolitan	Vulpes vulpes		
EF194167	Brazil	1394	Cosmopolitan	Canis familiaris		
EF194166	Brazil	1394	Cosmopolitan	Canis familiaris		
EF194165	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF194164	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF194163	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF194162	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF194161	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF194160	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF194159	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152280	Brazil	1394	Cosmopolitan	Canis familiaris		
EF152279	Brazil	1394	Cosmopolitan	Canis familiaris		
EF152278	Brazil	1394	Cosmopolitan	Canis familiaris		
EF152277	Brazil	1394	Cosmopolitan	Canis familiaris		
EF152276	Brazil	1394	Cosmopolitan	Canis familiaris		
EF152275	Brazil	1394	Cosmopolitan	Canis familiaris		
EF152274	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152273	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152272	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152271	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152270	Brazil	1394	Cosmopolitan	Pseudalopex vetulus		
EF152269	Brazil	1394	Cosmopolitan	Canis familiaris		
EF152268	Brazil	1394	Cosmopolitan	Canis familiaris		
EF152267	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152266	Brazil	1394	Cosmopolitan	Canis familiaris		
EF152265	Brazil	1394	Cosmopolitan	Felis catus		
EF152264	Brazil	1394	Cosmopolitan	Canis familiaris		
EF152263	Brazil	1394	Cosmopolitan	Canis familiaris		
EF152262	Brazil	1394	Cosmopolitan	Canis familiaris		
EF152261	Brazil	1394	Cosmopolitan	Canis familiaris		
EF152260	Brazil	1394	Cosmopolitan	Canis familiaris		
EF152259	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152258	Brazil	1394	Cosmopolitan	Homo sapiens		
EF152257	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152256	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152255	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152254	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152253	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152252	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152251	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152250	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152249	Brazil	1394	Cosmopolitan	Canis familiaris		
EF152248	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152247	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152246	Brazil	1394	Cosmopolitan	Pseudalopex vetulus		
EF152245	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152244	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152243	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152242	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152241	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152240	Brazil	1394	Cosmopolitan	Felis catus		
EF152239	Brazil	1394	Cosmopolitan	Felis catus		
EF152238	Brazil	1394	Cosmopolitan	Felis catus		
EF152237	Brazil	1394	Cosmopolitan	Felis catus		
